task_id,row_id,family,solver,role,mode,source_status,attribution,reused_task,subject
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__2,7__center_fNIRS,S3_measured,O2,inner,7__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__2,11__center_EEG,S3_measured,O2,inner,11__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__2,11__center_fNIRS,S3_measured,O2,inner,11__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__2,15__center_EEG,S3_measured,O2,inner,15__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__2,15__center_fNIRS,S3_measured,O2,inner,15__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__2,19__center_EEG,S3_measured,O2,inner,19__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__2,19__center_fNIRS,S3_measured,O2,inner,19__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__2,23__center_EEG,S3_measured,O2,inner,23__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__2,23__center_fNIRS,S3_measured,O2,inner,23__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,1__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,1__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,5__center_EEG,S3_measured,O2,inner,5__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,5__center_fNIRS,S3_measured,O2,inner,5__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,9__center_EEG,S3_measured,O2,inner,9__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,9__center_fNIRS,S3_measured,O2,inner,9__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,13__center_EEG,S3_measured,O2,inner,13__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,13__center_fNIRS,S3_measured,O2,inner,13__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,17__center_EEG,S3_measured,O2,inner,17__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,17__center_fNIRS,S3_measured,O2,inner,17__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,21__center_EEG,S3_measured,O2,inner,21__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,21__center_fNIRS,S3_measured,O2,inner,21__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,2__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,2__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,6__center_EEG,S3_measured,O2,inner,6__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,6__center_fNIRS,S3_measured,O2,inner,6__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,10__center_EEG,S3_measured,O2,inner,10__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,10__center_fNIRS,S3_measured,O2,inner,10__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,14__center_EEG,S3_measured,O2,inner,14__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,14__center_fNIRS,S3_measured,O2,inner,14__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,18__center_EEG,S3_measured,O2,inner,18__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,18__center_fNIRS,S3_measured,O2,inner,18__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,22__center_EEG,S3_measured,O2,inner,22__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,22__center_fNIRS,S3_measured,O2,inner,22__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,3__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,3__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,7__center_EEG,S3_measured,O2,inner,7__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,7__center_fNIRS,S3_measured,O2,inner,7__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,11__center_EEG,S3_measured,O2,inner,11__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,11__center_fNIRS,S3_measured,O2,inner,11__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,15__center_EEG,S3_measured,O2,inner,15__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,15__center_fNIRS,S3_measured,O2,inner,15__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,19__center_EEG,S3_measured,O2,inner,19__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,19__center_fNIRS,S3_measured,O2,inner,19__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,23__center_EEG,S3_measured,O2,inner,23__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,23__center_fNIRS,S3_measured,O2,inner,23__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,1__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,1__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,5__center_EEG,S3_measured,O2,inner,5__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,5__center_fNIRS,S3_measured,O2,inner,5__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,9__center_EEG,S3_measured,O2,inner,9__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,9__center_fNIRS,S3_measured,O2,inner,9__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,13__center_EEG,S3_measured,O2,inner,13__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,13__center_fNIRS,S3_measured,O2,inner,13__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,17__center_EEG,S3_measured,O2,inner,17__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,17__center_fNIRS,S3_measured,O2,inner,17__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,21__center_EEG,S3_measured,O2,inner,21__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,21__center_fNIRS,S3_measured,O2,inner,21__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,2__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,2__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,6__center_EEG,S3_measured,O2,inner,6__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,6__center_fNIRS,S3_measured,O2,inner,6__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,10__center_EEG,S3_measured,O2,inner,10__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,10__center_fNIRS,S3_measured,O2,inner,10__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,14__center_EEG,S3_measured,O2,inner,14__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,14__center_fNIRS,S3_measured,O2,inner,14__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,18__center_EEG,S3_measured,O2,inner,18__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,18__center_fNIRS,S3_measured,O2,inner,18__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,22__center_EEG,S3_measured,O2,inner,22__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,22__center_fNIRS,S3_measured,O2,inner,22__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,3__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,3__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,7__center_EEG,S3_measured,O2,inner,7__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,7__center_fNIRS,S3_measured,O2,inner,7__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,11__center_EEG,S3_measured,O2,inner,11__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,11__center_fNIRS,S3_measured,O2,inner,11__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,15__center_EEG,S3_measured,O2,inner,15__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,15__center_fNIRS,S3_measured,O2,inner,15__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,19__center_EEG,S3_measured,O2,inner,19__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,19__center_fNIRS,S3_measured,O2,inner,19__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,23__center_EEG,S3_measured,O2,inner,23__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,23__center_fNIRS,S3_measured,O2,inner,23__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,1__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,1__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,5__center_EEG,S3_measured,O2,inner,5__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,5__center_fNIRS,S3_measured,O2,inner,5__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,9__center_EEG,S3_measured,O2,inner,9__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,9__center_fNIRS,S3_measured,O2,inner,9__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,13__center_EEG,S3_measured,O2,inner,13__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,13__center_fNIRS,S3_measured,O2,inner,13__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,17__center_EEG,S3_measured,O2,inner,17__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,17__center_fNIRS,S3_measured,O2,inner,17__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,21__center_EEG,S3_measured,O2,inner,21__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,21__center_fNIRS,S3_measured,O2,inner,21__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,2__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,2__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,6__center_EEG,S3_measured,O2,inner,6__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,6__center_fNIRS,S3_measured,O2,inner,6__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,10__center_EEG,S3_measured,O2,inner,10__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,10__center_fNIRS,S3_measured,O2,inner,10__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,14__center_EEG,S3_measured,O2,inner,14__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,14__center_fNIRS,S3_measured,O2,inner,14__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,18__center_EEG,S3_measured,O2,inner,18__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,18__center_fNIRS,S3_measured,O2,inner,18__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,22__center_EEG,S3_measured,O2,inner,22__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,22__center_fNIRS,S3_measured,O2,inner,22__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,3__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,3__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,7__center_EEG,S3_measured,O2,inner,7__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,7__center_fNIRS,S3_measured,O2,inner,7__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,11__center_EEG,S3_measured,O2,inner,11__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,11__center_fNIRS,S3_measured,O2,inner,11__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,15__center_EEG,S3_measured,O2,inner,15__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,15__center_fNIRS,S3_measured,O2,inner,15__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,19__center_EEG,S3_measured,O2,inner,19__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,19__center_fNIRS,S3_measured,O2,inner,19__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,23__center_EEG,S3_measured,O2,inner,23__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,23__center_fNIRS,S3_measured,O2,inner,23__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,0__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,0__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,4__center_EEG,S3_measured,O2,inner,4__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,4__center_fNIRS,S3_measured,O2,inner,4__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,8__center_EEG,S3_measured,O2,inner,8__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,8__center_fNIRS,S3_measured,O2,inner,8__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,12__center_EEG,S3_measured,O2,inner,12__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,12__center_fNIRS,S3_measured,O2,inner,12__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,16__center_EEG,S3_measured,O2,inner,16__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,16__center_fNIRS,S3_measured,O2,inner,16__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,20__center_EEG,S3_measured,O2,inner,20__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__0,20__center_fNIRS,S3_measured,O2,inner,20__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,2__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,2__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,6__center_EEG,S3_measured,O2,inner,6__center_EEG,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,6__center_fNIRS,S3_measured,O2,inner,6__center_fNIRS,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,10__center_EEG,S3_measured,O2,inner,10__center_EEG,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,10__center_fNIRS,S3_measured,O2,inner,10__center_fNIRS,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,14__center_EEG,S3_measured,O2,inner,14__center_EEG,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,14__center_fNIRS,S3_measured,O2,inner,14__center_fNIRS,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,18__center_EEG,S3_measured,O2,inner,18__center_EEG,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,18__center_fNIRS,S3_measured,O2,inner,18__center_fNIRS,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,22__center_EEG,S3_measured,O2,inner,22__center_EEG,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__1,22__center_fNIRS,S3_measured,O2,inner,22__center_fNIRS,not_started_prerequisite,dependency_failure,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,3__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,3__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,7__center_EEG,S3_measured,O2,inner,7__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,7__center_fNIRS,S3_measured,O2,inner,7__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,11__center_EEG,S3_measured,O2,inner,11__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,11__center_fNIRS,S3_measured,O2,inner,11__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,15__center_EEG,S3_measured,O2,inner,15__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,15__center_fNIRS,S3_measured,O2,inner,15__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,19__center_EEG,S3_measured,O2,inner,19__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,19__center_fNIRS,S3_measured,O2,inner,19__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,23__center_EEG,S3_measured,O2,inner,23__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__baseline__2,23__center_fNIRS,S3_measured,O2,inner,23__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__0,0__center_EEG,S3_measured,O2,inner,center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__0,0__center_fNIRS,S3_measured,O2,inner,center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__0,4__center_EEG,S3_measured,O2,inner,4__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__0,4__center_fNIRS,S3_measured,O2,inner,4__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__0,8__center_EEG,S3_measured,O2,inner,8__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__0,8__center_fNIRS,S3_measured,O2,inner,8__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__0,12__center_EEG,S3_measured,O2,inner,12__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__0,12__center_fNIRS,S3_measured,O2,inner,12__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__0,16__center_EEG,S3_measured,O2,inner,16__center_EEG,not_started_prerequisite,not_started_prerequisite,,subject_01
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__0,16__center_fNIRS,S3_measured,O2,inner,16__center_fNIRS,not_started_prerequisite,not_started_prerequisite,,subject_01
